id,titol,any,convocatoria,serie,exercici,opcio,format,curriculum,bloc,subtemes,tipus,dificultat,punts_total,n_apartats,n_figures,paraules_clau,revisat
2016_ext_s1_P3B_boia-marina-ona-harmonica,Boia marina i equació de l'onatge,2016,extraordinaria,1,3,B,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona,càlcul,1,2,2,0,boia marina; onatge; longitud d'ona; nombre d'ona; freqüència angular; equació d'ona; amplitud,False
2016_ext_s1_P4A_nuvol-gota-carregada,Gota d'aigua carregada sota un núvol,2016,extraordinaria,1,4,A,antic,actual,Camps electromagnètics,equilibri de càrregues en camps elèctrics; potencial i energia potencial elèctrica; camp elèctric i llei de Coulomb,càlcul; diagrama; qualitativa,2,2,2,1,núvol; gota d'aigua; camp elèctric uniforme; diferència de potencial; velocitat constant; equilibri de forces; pes; càrrega negativa,False
2016_ext_s1_P4B_dues-carregues-camp-potencial,Camp i potencial de dues càrregues en un triangle,2016,extraordinaria,1,4,B,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul; diagrama; qualitativa,3,2,2,2,càrregues puntuals; camp elèctric; superposició; potencial elèctric; punt de camp nul; triangle isòsceles,False
2016_ext_s1_P5A_fluor18-tep-positro,Fluor 18 en la tomografia per emissió de positrons,2016,extraordinaria,1,5,A,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat; física de partícules; fotons i energia de la radiació,càlcul; qualitativa,3,2,2,1,fluor 18; TEP; tomografia per emissió de positrons; positró; anihilació; fotons gamma; període de semidesintegració; radiofàrmac,False
2016_ext_s1_P5B_irradiancia-solar-fotons,Fotons de la irradiància solar,2016,extraordinaria,1,5,B,antic,actual,"Física relativista, quàntica i nuclear",fotons i energia de la radiació,càlcul,2,2,2,0,irradiància solar; fotó; energia del fotó; longitud d'ona; electronvolt; potència; nombre de fotons,False
2016_ord_s3_P1_forat-negre-estrella-orbita,Estrella en òrbita al voltant del forat negre A0620-00,2016,ordinaria,3,1,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; lleis de Kepler,deducció; càlcul; diagrama,2,2,2,2,forat negre; A0620-00; estrella; òrbita circular; tercera llei de Kepler; període orbital; velocitat orbital; acceleració centrípeta,False
2016_ord_s3_P2_molles-mhs-frequencia-doble,Dues molles idèntiques oscil·lant amb freqüències diferents,2016,ordinaria,3,2,,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul; gràfic,3,2,2,1,molla; oscil·lador harmònic; constant elàstica; freqüència angular; període; velocitat màxima; gràfica velocitat-temps; diferència de fase,False
2016_ord_s3_P3A_ratpenats-ultrasons-eco,Ecolocalització dels ratpenats amb ultrasons,2016,ordinaria,3,3,A,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona; ones sonores i nivell d'intensitat,càlcul,3,2,2,1,ratpenat; ultrasons; eco; longitud d'ona; diferència de fase; intensitat sonora; nivell d'intensitat; decibels,False
2016_ord_s3_P3B_dipol-superficies-equipotencials,Superfícies equipotencials d'un dipol elèctric,2016,ordinaria,3,3,B,antic,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; potencial i energia potencial elèctrica,diagrama; qualitativa; càlcul,3,2,2,2,dipol elèctric; superfícies equipotencials; línies de camp; potencial elèctric; superposició; càrregues puntuals,False
2016_ord_s3_P4A_cano-electronic-plaques,Canó electrònic i desviació entre plaques,2016,ordinaria,3,4,A,antic,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics; potencial i energia potencial elèctrica; línies de camp i superfícies equipotencials,càlcul; diagrama,3,2,2,4,canó electrònic; electró; plaques paral·leles; diferència de potencial; conservació de l'energia; camp elèctric uniforme; desviació; components de la velocitat,False
2016_ord_s3_P4B_potassi-40-desintegracio-beta,Desintegracions del potassi 40,2016,ordinaria,3,4,B,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; fotons i energia de la radiació; reaccions nuclears i defecte de massa,càlcul,2,2,2,0,potassi 40; desintegració beta; neutrí; antineutrí; captura electrònica; raigs gamma; equivalència massa-energia,False
2016_ord_s3_P5A_fotoelectric-grafica-planck,Constant de Planck a partir d'una gràfica de l'efecte fotoelèctric,2016,ordinaria,3,5,A,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric,gràfic; càlcul; experimental,2,2,2,2,efecte fotoelèctric; constant de Planck; energia cinètica màxima; freqüència llindar; treball d'extracció; pendent; gràfica,False
2016_ord_s3_P5B_espira-camp-magnetic-centre,Camp magnètic al centre d'una espira circular,2016,ordinaria,3,5,B,antic,actual,Camps electromagnètics,camp magnètic creat per corrents,càlcul; qualitativa,1,2,2,2,espira circular; camp magnètic; centre de l'espira; regla de la mà dreta; sentit del corrent; microtesla,False
2016_ord_s5_P1_piston-motor-mhs,Pistó d'un motor d'explosió amb moviment harmònic simple,2016,ordinaria,5,1,,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul,2,2,2,0,pistó; motor d'explosió; revolucions per minut; amplitud; fase inicial; velocitat màxima; força recuperadora màxima,False
2016_ord_s5_P2_dues-carregues-camp-potencial,Camp i potencial nul entre dues càrregues puntuals,2016,ordinaria,5,2,,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul,2,2,2,0,càrregues puntuals; superposició; camp elèctric; potencial elèctric nul; llei de Coulomb,False
2016_ord_s5_P3A_mimas-saturn-orbita-energia,"Mimas, satèl·lit de Saturn en òrbita circular",2016,ordinaria,5,3,A,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; energia mecànica orbital,càlcul; qualitativa,3,2,2,1,Saturn; Mimas; període orbital; radi orbital; altura de l'òrbita; velocitat orbital; energia mecànica; òrbita lligada,False
2016_ord_s5_P3B_caiguda-lliure-gravetat-altura,Salt en caiguda lliure des de 330 km d'altura,2016,ordinaria,5,3,B,antic,actual,Camps gravitatoris,camp gravitatori i superposició; energia potencial i potencial gravitatori,càlcul,2,2,2,1,caiguda lliure; paracaigudista; rècord; intensitat del camp gravitatori; variació de g amb l'altura; conservació de l'energia,False
2016_ord_s5_P4A_electro-neutro-proto-camp-magnetic,"Electró, neutró i protó en un camp magnètic i fil infinit",2016,ordinaria,5,4,A,antic,actual,Camps electromagnètics,moviment de càrregues en camps magnètics; camp magnètic creat per corrents,càlcul; qualitativa,3,2,2,0,força de Lorentz; electró; neutró; protó; moviment circular; sentit de gir; fil infinit; anul·lació del camp magnètic,False
2016_ord_s5_P4B_desintegracio-activitat-semivida,"Llei de desintegració radioactiva, semivida i activitat",2016,ordinaria,5,4,B,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,càlcul; qualitativa,2,2,2,0,llei de desintegració; constant de desintegració; període de semidesintegració; activitat; nuclis radioactius,False
2016_ord_s5_P5A_cellula-fotoelectrica-llum-verda,Cèl·lula fotoelèctrica il·luminada amb llum verda,2016,ordinaria,5,5,A,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric,càlcul; qualitativa,2,2,2,0,cèl·lula fotoelèctrica; llum verda; potencial de frenada; treball d'extracció; freqüència llindar; longitud d'ona llindar,False
2016_ord_s5_P5B_particula-alfa-camp-magnetic,Partícula alfa en un camp magnètic uniforme,2016,ordinaria,5,5,B,antic,actual,Camps electromagnètics,moviment de càrregues en camps magnètics,càlcul; diagrama,2,2,2,1,partícula alfa; força de Lorentz; producte vectorial; trajectòria circular; sentit de gir; radi de gir; freqüència ciclotrònica,False
2017_ext_s2_P1_energia-potencial-planeta-escapament,Gràfica de l'energia potencial en un planeta i velocitat d'escapament,2017,extraordinaria,2,1,,antic,actual,Camps gravitatoris,energia potencial i potencial gravitatori; camp gravitatori i superposició; velocitat d'escapament,gràfic; càlcul; deducció,3,2,2,2,energia potencial; gràfica; pendent; gravetat superficial; massa del planeta; velocitat d'escapament; conservació de l'energia,False
2017_ext_s2_P2_onada-estadi-mhs,L'onada del públic en un estadi,2017,extraordinaria,2,2,,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona; moviment harmònic simple,qualitativa; càlcul,2,2,2,1,onada; estadi; ona mecànica; ona transversal; longitud d'ona; pulsació; fase inicial; equació del moviment,False
2017_ext_s2_P3A_particula-alfa-nucli-urani,Partícula alfa dirigida cap a un nucli d'urani,2017,extraordinaria,2,3,A,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica; moviment de càrregues en camps elèctrics,càlcul,3,2,2,1,partícula alfa; nucli d'urani; camp elèctric; càrrega puntual; energia potencial elèctrica; conservació de l'energia; energia cinètica mínima,False
2017_ext_s2_P3B_iode-131-radioterapia,Iode 131 per a la radioteràpia de tiroide,2017,extraordinaria,2,3,B,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; fotons i energia de la radiació; aplicacions i riscos de la radioactivitat,càlcul,2,2,2,0,iode 131; radioteràpia; tiroide; desintegració beta; emissió gamma; xenó; període de semidesintegració; longitud d'ona del fotó,False
2017_ext_s2_P4A_rado-222-224-desintegracio,Desintegració de dues mostres de radó 222 i radó 224,2017,extraordinaria,2,4,A,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; reaccions nuclears i defecte de massa,càlcul,3,2,2,0,radó; desintegració alfa; desintegració beta; període de semidesintegració; constant de desintegració; nombre d'Avogadro; defecte de massa; poloni; franci,False
2017_ext_s2_P4B_quatre-carregues-camp-forca,Quatre càrregues en un rectangle i camp elèctric a l'origen,2017,extraordinaria,2,4,B,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb,càlcul,3,2,2,1,càrregues puntuals; principi de superposició; camp elèctric; simetria; llei de Coulomb; força sobre un protó; components del camp,False
2017_ext_s2_P5A_bobina-rectangular-fem-induida,Força electromotriu induïda en una bobina rectangular que gira,2017,extraordinaria,2,5,A,antic,actual,Camps electromagnètics,"flux magnètic i inducció (Faraday-Lenz); generadors, motors i transformadors",càlcul; deducció,2,2,2,0,bobina rectangular; espira giratòria; força electromotriu induïda; flux magnètic; llei de Faraday; alternador; corrent màxim,False
2017_ext_s2_P5B_bobina-transformador-nucli-ferro,Bobina d'un transformador amb nucli de ferro,2017,extraordinaria,2,5,B,antic,actual,Camps electromagnètics,"camp magnètic creat per corrents; flux magnètic i inducció (Faraday-Lenz); generadors, motors i transformadors",càlcul,1,2,2,0,bobina; solenoide; transformador; nucli de ferro; permeabilitat magnètica; flux magnètic; intensitat de corrent; nombre d'electrons,False
2017_ord_s1_P1_exomars-schiaparelli-mart,ExoMars i la caiguda del mòdul Schiaparelli a Mart,2017,ordinaria,1,1,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; camp gravitatori i superposició; llei de la gravitació universal,càlcul,2,2,2,1,ExoMars; Schiaparelli; Mart; període orbital; gravetat superficial; caiguda lliure; velocitat d'impacte,False
2017_ord_s1_P2_rele-bobina-imant,Relé amb bobina i imant,2017,ordinaria,1,2,,antic,actual,Camps electromagnètics,"camp magnètic creat per corrents; imants, brúixoles i experiment d'Oersted",qualitativa; diagrama,3,2,2,4,relé; bobina; solenoide; imant; pols magnètics; material ferromagnètic; corrent altern; línies de camp magnètic,False
2017_ord_s1_P3A_vibrador-corda-ona,Ona transversal generada per un vibrador en una corda,2017,ordinaria,1,3,A,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona; moviment harmònic simple,càlcul; gràfic; deducció,3,2,2,2,ona transversal; corda; vibrador; gràfic elongació-temps; període; freqüència; velocitat de propagació; equació d'ona; velocitat màxima,False
2017_ord_s1_P3B_agulla-maquina-cosir-mhs,Agulla d'una màquina de cosir en MHS,2017,ordinaria,1,3,B,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul; gràfic,2,2,2,1,màquina de cosir; agulla; moviment harmònic simple; amplitud; freqüència angular; fase inicial; gràfica posició-temps; velocitat màxima; acceleració màxima,False
2017_ord_s1_P4A_sal-comuna-nacl-ions,Enllaç iònic de la sal comuna (NaCl),2017,ordinaria,1,4,A,antic,actual,Camps electromagnètics,potencial i energia potencial elèctrica; camp elèctric i llei de Coulomb,càlcul; qualitativa,3,2,2,1,sal comuna; clorur de sodi; enllaç iònic; ions; energia potencial elèctrica; treball; camp elèctric uniforme,False
2017_ord_s1_P5A_ferro-60-supernova,Ferro 60 d'una supernova propera,2017,ordinaria,1,5,A,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,càlcul,2,2,2,0,ferro 60; supernova; període de semidesintegració; desintegració beta; antineutrí; cobalt; níquel; isòtops,False
2017_ord_s1_P5B_nucli-radioactiu-activitat,Desintegració d'una mostra radioactiva,2017,ordinaria,1,5,B,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,càlcul,1,2,2,0,radioactivitat; període de semidesintegració; constant de desintegració; activitat; becquerel; llei de desintegració,False
2017_ord_s5_P1_estrella-neutrons-escapament,Camp gravitatori i velocitat d'escapament d'una estrella de neutrons,2017,ordinaria,5,1,,antic,actual,Camps gravitatoris,camp gravitatori i superposició; velocitat d'escapament; energia potencial i potencial gravitatori,càlcul; deducció,2,2,2,1,estrella de neutrons; supernova; intensitat de camp gravitatori; velocitat d'escapament; conservació de l'energia mecànica; Zwicky i Baade,False
2017_ord_s5_P2_remer-barca-ones,Ones a l'aigua observades des d'una barca,2017,ordinaria,5,2,,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona,càlcul,2,2,2,0,ona a l'aigua; crestes; període; longitud d'ona; velocitat de propagació; equació d'ona; diferència de fase,False
2017_ord_s5_P3A_microscopi-fotons-electrons,Poder de resolució dels microscopis òptic i electrònic,2017,ordinaria,5,3,A,antic,actual,"Física relativista, quàntica i nuclear",fotons i energia de la radiació; dualitat ona-partícula,càlcul; qualitativa,2,2,2,1,microscopi òptic; microscopi electrònic; poder de resolució; fotó; quantitat de moviment; longitud d'ona de De Broglie; constant de Planck,False
2017_ord_s5_P3B_tori-cadena-desintegracio,Cadena de desintegració del tori-232,2017,ordinaria,5,3,B,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,càlcul; qualitativa,3,2,2,0,tori-232; plom-208; sèrie radioactiva; desintegració alfa; desintegració beta; antineutrí; període de semidesintegració; constant de desintegració,False
2017_ord_s5_P4A_selector-velocitats-heli,Selector de velocitats per a ions d'heli,2017,ordinaria,5,4,A,antic,actual,Camps electromagnètics,"selector de velocitats, espectròmetre i ciclotró; moviment de càrregues en camps magnètics",càlcul; diagrama; qualitativa,3,2,2,2,selector de velocitats; ió heli; força de Lorentz; força elèctrica; camp magnètic; radi de l'òrbita; moviment circular,False
2017_ord_s5_P4B_motor-faraday-imant,El motor elèctric de Faraday,2017,ordinaria,5,4,B,antic,actual,Camps electromagnètics,"força magnètica sobre corrents i entre fils; generadors, motors i transformadors; imants, brúixoles i experiment d'Oersted",diagrama; qualitativa; càlcul,3,2,2,3,Faraday; motor elèctric; imant; línies de camp; força sobre un conductor; producte vectorial; mercuri; sentit de gir,False
2017_ord_s5_P5A_carregues-rectangle-potencial,Tres càrregues als vèrtexs d'un rectangle,2017,ordinaria,5,5,A,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul; diagrama,3,2,2,2,llei de Coulomb; superposició de forces; càrregues puntuals; rectangle; potencial elèctric; energia potencial d'una distribució,False
2017_ord_s5_P5B_atom-hidrogen-classic,Model clàssic de l'àtom d'hidrogen,2017,ordinaria,5,5,B,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica; model de Bohr i espectres atòmics,càlcul; diagrama,3,2,2,1,àtom d'hidrogen; model clàssic; electró; protó; força de Coulomb; camp elèctric; energia mecànica; electronvolt,False
2018_ext_s3_P1_ross128b-exoplaneta-densitat,"Exoplaneta Ross 128 b, massa de l'estrella i gravetat superficial",2018,extraordinaria,3,1,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; llei de la gravitació universal; camp gravitatori i superposició,càlcul,3,2,2,1,exoplaneta; Ross 128 b; massa d'una estrella; període orbital; òrbita circular; densitat; radi planetari; intensitat del camp gravitatori,False
2018_ext_s3_P2_grafica-mhs-ona-sonora,Gràfica d'un MHS i ona sonora generada,2018,extraordinaria,3,2,,antic,actual,Vibracions i ones,moviment harmònic simple; reflexió i refracció; efecte Doppler; ones sonores i nivell d'intensitat,gràfic; càlcul; qualitativa,2,2,2,2,gràfica posició-temps; amplitud; freqüència; equació del moviment; ona sonora; reflexió; canvi de medi; efecte Doppler,False
2018_ext_s3_P3A_lluna-camp-electric-pols,Camp elèctric lunar i partícules de pols en suspensió,2018,extraordinaria,3,3,A,antic,actual,Camps electromagnètics,equilibri de càrregues en camps elèctrics; moviment de càrregues en camps elèctrics; camp gravitatori i superposició,càlcul; qualitativa,3,2,2,1,Lluna; pols lunar; camp elèctric; equilibri de forces; relació càrrega/massa; força elèctrica; força gravitatòria; moviment uniformement accelerat,False
2018_ext_s3_P3B_nuvol-dues-carregues-camp,Model de dues càrregues puntuals en un núvol,2018,extraordinaria,3,3,B,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul,3,2,2,2,núvol; tempesta; càrregues puntuals; camp elèctric; principi de superposició; components vectorials; energia potencial electrostàtica,False
2018_ext_s3_P4A_particula-camp-magnetic-radi,Partícula carregada en un camp magnètic uniforme,2018,extraordinaria,3,4,A,antic,actual,Camps electromagnètics,moviment de càrregues en camps magnètics,càlcul; diagrama; qualitativa,2,2,2,2,força de Lorentz; camp magnètic uniforme; trajectòria circular; radi de la trajectòria; període; velocitat angular; energia cinètica; moviment circular uniforme,False
2018_ext_s3_P4B_espira-quadrada-flux-fem,Flux i fem induïda en una espira quadrada,2018,extraordinaria,3,4,B,antic,actual,Camps electromagnètics,flux magnètic i inducció (Faraday-Lenz),càlcul; deducció,2,2,2,1,espira quadrada; flux magnètic; camp magnètic variable; llei de Faraday; força electromotriu induïda; valor màxim,False
2018_ext_s3_P5A_carboni14-datacio-momia,"Carboni 14, formació, desintegració i datació d'una mòmia",2018,extraordinaria,3,5,A,antic,actual,"Física relativista, quàntica i nuclear",reaccions nuclears i defecte de massa; radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,càlcul,2,2,2,0,carboni 14; datació radiomètrica; desintegració beta; neutró; antineutrí; període de semidesintegració; constant de desintegració; mòmia,False
2018_ext_s3_P5B_fotoelectric-llum-groga,Efecte fotoelèctric amb llum groga en un material alcalí,2018,extraordinaria,3,5,B,antic,actual,"Física relativista, quàntica i nuclear",fotons i energia de la radiació; efecte fotoelèctric,càlcul,1,2,2,0,efecte fotoelèctric; funció de treball; fotó; llum groga; freqüència; energia cinètica dels electrons; electronvolt,False
2018_ord_s1_P1_bohr-hidrogen-forca-potencial,"Àtom d'hidrogen de Bohr, força elèctrica i potencial",2018,ordinaria,1,1,,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica; model de Bohr i espectres atòmics,càlcul,2,2,2,1,àtom d'hidrogen; model de Bohr; llei de Coulomb; força elèctrica; acceleració; potencial elèctric; energia potencial; electronvolt,False
2018_ord_s1_P2_forat-negre-michell-escapament,Forat negre de Michell i velocitat d'escapament,2018,ordinaria,1,2,,antic,actual,Camps gravitatoris,velocitat d'escapament; camp gravitatori i superposició; llei de la gravitació universal,càlcul; qualitativa,3,2,2,1,forat negre; John Michell; ones gravitatòries; densitat; velocitat d'escapament; conservació de l'energia; intensitat del camp gravitatori; pes,False
2018_ord_s1_P3A_proto-espectrometre-camp-magnetic,Protó i electró en un espectròmetre de masses,2018,ordinaria,1,3,A,antic,actual,Camps electromagnètics,"moviment de càrregues en camps magnètics; selector de velocitats, espectròmetre i ciclotró",càlcul; qualitativa,3,2,2,0,protó; electró; espectròmetre de masses; força de Lorentz; producte vectorial; radi de la trajectòria; camp magnètic,False
2018_ord_s1_P3B_bacteri-magnetotactic-fils-paralels,Bacteris magnetotàctics i fils conductors paral·lels,2018,ordinaria,1,3,B,antic,actual,Camps electromagnètics,camp magnètic creat per corrents; força magnètica sobre corrents i entre fils,càlcul; diagrama,3,2,2,3,bacteri magnetotàctic; magnetosomes; camp magnètic terrestre; fil infinit; línia submarina; fils paral·lels; força entre corrents; regla de la mà dreta,False
2018_ord_s1_P4A_vaixell-onades-mhs,Vaixell a la deriva moguda per les ones (MHS),2018,ordinaria,1,4,A,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul,2,2,2,0,vaixell; onades; moviment harmònic simple; amplitud; període; freqüència angular; fase inicial; velocitat; acceleració,False
2018_ord_s1_P4B_gos-borda-nivell-intensitat,Nivell d'intensitat sonora d'un gos que borda,2018,ordinaria,1,4,B,antic,actual,Vibracions i ones,ones sonores i nivell d'intensitat,càlcul,2,2,2,0,so; gos; potència sonora; intensitat; ona esfèrica; nivell d'intensitat sonora; decibels; suma de fonts,False
2018_ord_s1_P5A_poloni-210-desintegracio-alfa,Desintegració alfa del poloni-210,2018,ordinaria,1,5,A,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; reaccions nuclears i defecte de massa,càlcul,2,2,2,0,poloni-210; partícula alfa; plom; desintegració radioactiva; període de semidesintegració; constant de desintegració; llei de desintegració,False
2018_ord_s1_P5B_fotoelectric-metall-alcali,Efecte fotoelèctric en un metall alcalí,2018,ordinaria,1,5,B,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,càlcul,1,2,2,0,efecte fotoelèctric; metall alcalí; fotó; energia del fotó; treball d'extracció; energia cinètica màxima; electronvolt,False
2018_ord_s5_P1_orcus-kuiper-escapament,"Orcus, objecte del cinturó de Kuiper: òrbita i velocitat d'escapament",2018,ordinaria,5,1,,antic,actual,Camps gravitatoris,lleis de Kepler; velocitat d'escapament; camp gravitatori i superposició,càlcul; deducció,2,2,2,1,Orcus; cinturó de Kuiper; planeta nan; tercera llei de Kepler; unitat astronòmica; velocitat d'escapament; intensitat del camp gravitatori,False
2018_ord_s5_P2_tecneci-99m-radiotracador,Tecneci-99m com a radiotraçador en medicina,2018,ordinaria,5,2,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,càlcul,2,2,2,0,tecneci-99m; radiotraçador; medicina nuclear; isòtop metaestable; desintegració gamma; període de semidesintegració; nombre màssic; neutrons,False
2018_ord_s5_P3A_vareta-esfera-mhs-hooke,Esfera d'acer en una vareta elàstica que oscil·la,2018,ordinaria,5,3,A,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul; deducció,2,2,2,1,vareta elàstica; esfera d'acer; llei de Hooke; constant elàstica; segona llei de Newton; període d'oscil·lació; acceleració màxima,False
2018_ord_s5_P3B_espectre-harmonics-instrument,Espectre d'harmònics del so d'un instrument musical,2018,ordinaria,5,3,B,antic,actual,Vibracions i ones,ressonància i harmònics en tubs i cordes; ones sonores i nivell d'intensitat,gràfic; qualitativa; càlcul,3,2,2,2,espectre de freqüències; instrument musical; harmònics; freqüència fonamental; so complex; to pur; nivell d'intensitat sonora; decibels,False
2018_ord_s5_P4A_quatre-carregues-quadrat-camp,Quatre càrregues als vèrtexs d'un quadrat: camp i potencial,2018,ordinaria,5,4,A,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul; diagrama,3,2,2,2,càrregues puntuals; quadrat; principi de superposició; vector camp elèctric; potencial elèctric; diferència de potencial,False
2018_ord_s5_P4B_electro-camp-electric-desviacio,Electró desviat per un camp elèctric uniforme,2018,ordinaria,5,4,B,antic,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics,càlcul,3,2,2,1,electró; camp elèctric uniforme; força elèctrica; força gravitatòria; desviació; moviment parabòlic; acceleració,False
2018_ord_s5_P5A_bobina-gir-fem-alterna,Bobina que gira en un camp magnètic uniforme: fem alterna,2018,ordinaria,5,5,A,antic,actual,Camps electromagnètics,"flux magnètic i inducció (Faraday-Lenz); generadors, motors i transformadors",càlcul; gràfic,3,2,2,2,bobina; espires; generador; corrent altern; força electromotriu induïda; llei de Faraday; valor eficaç; valor màxim,False
2018_ord_s5_P5B_generador-espira-circular-flux,Generador simplificat: espira circular que gira en un camp magnètic,2018,ordinaria,5,5,B,antic,actual,Camps electromagnètics,"flux magnètic i inducció (Faraday-Lenz); generadors, motors i transformadors",càlcul; qualitativa,3,2,2,2,generador; espira circular; flux magnètic; força electromotriu induïda; llei de Faraday; revolucions per minut; velocitat angular,False
2019_ext_s5_P1_oscillador-energia-ona-corda,Oscil·lador harmònic a partir de la gràfica de l'energia potencial,2019,extraordinaria,5,1,,antic,actual,Vibracions i ones,moviment harmònic simple; energia del MHS; ones harmòniques i equació d'ona,càlcul; gràfic,3,2,2,2,oscil·lador harmònic; energia potencial elàstica; constant elàstica; pendent d'una gràfica; període; energia cinètica màxima; ona en una corda; equació d'ona,False
2019_ext_s5_P2_sonda-juno-jupiter,La sonda Juno en òrbita al voltant de Júpiter,2019,extraordinaria,5,2,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; energia mecànica orbital; velocitat d'escapament,càlcul,2,2,2,1,Júpiter; sonda Juno; òrbita circular; energia cinètica; període orbital; energia per abandonar el camp gravitatori; energia mecànica,False
2019_ext_s5_P3A_carregues-triangle-equilater,Tres càrregues als vèrtexs d'un triangle equilàter,2019,extraordinaria,5,3,A,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul; diagrama; qualitativa,3,2,2,2,càrregues puntuals; triangle equilàter; baricentre; superposició de camps elèctrics; simetria; energia potencial electrostàtica d'un sistema,False
2019_ext_s5_P3B_gotes-oli-plaques-carregades,Gotes d'oli carregades entre dues plaques,2019,extraordinaria,5,3,B,antic,actual,Camps electromagnètics,equilibri de càrregues en camps elèctrics; potencial i energia potencial elèctrica,diagrama; càlcul,2,2,2,3,gotes d'oli; experiment de Millikan; plaques paral·leles; camp elèctric uniforme; diferència de potencial; equilibri de forces; càrrega elèctrica,False
2019_ext_s5_P4A_espira-rectangular-induccio,Espira rectangular que travessa un camp magnètic uniforme,2019,extraordinaria,5,4,A,antic,actual,Camps electromagnètics,flux magnètic i inducció (Faraday-Lenz),qualitativa; càlcul,3,2,2,2,espira rectangular; inducció electromagnètica; llei de Faraday; llei de Lenz; sentit del corrent induït; força electromotriu de moviment; variació de flux,False
2019_ext_s5_P4B_transformador-ideal,Transformador ideal amb nucli de ferro,2019,extraordinaria,5,4,B,antic,actual,Camps electromagnètics,"generadors, motors i transformadors; flux magnètic i inducció (Faraday-Lenz)",deducció; càlcul; diagrama,2,2,2,1,transformador ideal; bobina primària; bobina secundària; nombre d'espires; tensió eficaç; intensitat eficaç; conservació de la potència; nucli de ferro,False
2019_ext_s5_P5A_telescopi-magic-raigs-gamma,Raigs gamma detectats pel telescopi MAGIC,2019,extraordinaria,5,5,A,antic,actual,"Física relativista, quàntica i nuclear",fotons i energia de la radiació; relativitat especial,càlcul,1,2,2,0,telescopi MAGIC; raigs gamma; raigs còsmics; energia d'un fotó; freqüència; longitud d'ona; equivalència massa-energia; electronvolt,False
2019_ext_s5_P5B_fusio-proto-neutro-deuteri,Fusió d'un protó i un neutró per formar deuteri,2019,extraordinaria,5,5,B,antic,actual,"Física relativista, quàntica i nuclear",fissió i fusió; reaccions nuclears i defecte de massa; fotons i energia de la radiació,càlcul,2,2,2,0,fusió nuclear; protó; neutró; deuteri; isòtops de l'hidrogen; equació nuclear; defecte de massa; energia del fotó; freqüència,False
